# 词典元数据：键<TAB>分类<TAB>语体<TAB>全称<TAB>备注
# 键可为 code 或 code|韩文；分类：英雄/战术/报点/缩写/英文/日常/音译/整句
dangran|그럼요	日常	敬语·해요		
dangran|당연하죠	日常	敬语·해요		
dangran|물론이죠	日常	敬语·해요		
dang|당	音译			
dansha|솔로킬	日常			
danshi|하지만	日常			
danxin|걱정돼요	日常	敬语·해요		
danxin|걱정이에요	日常	敬语·해요		
dan|단	音译			
daojiale|집에 왔어요	日常	敬语·해요		
daomei|이렐리아	英雄	半语		
dao|다오	音译			
datou|하이머딩거	英雄			
datuan|한타 하자	战术	半语		
daxiaolong|용 먹자	日常	半语		
daxinhao|핑찍어	缩写	半语		
dayan|벨코즈	英雄			
dayezhong|정글 돌아	战术	半语		
daye|정글	日常			
dazhao|궁	日常			大招（궁극기 的简称）
dazhe|세일해요	日常	敬语·해요		
dazhe|할인 중이에요	日常	敬语·해요		
dazhe|할인돼요?	日常	敬语·해요		
dazui|코그모	英雄			
da|다	音译	半语		
delaiwen|드레이븐	英雄			
dengdeng|ㄱㄷ	缩写	缩写	기다려	
dengdeng|기다려 주세요	日常	敬语·해요		
dengdeng|잠깐	日常			
dengdeng|잠깐만요	日常	敬语·해요		
dengji|레벨	日常			
denglehenjiu|오래 기다렸어요	日常	敬语·해요		
dengwohuoguolai|나 살아나면 가자	整句			
dengwoyixia|기다려주세요	日常	敬语·해요		
dengwoyixia|기다려줘	日常	半语		
dengyideng|좀만 기다려	日常			
dengyixia|잠깐만	日常			等一下
deng|덩	音译			
de|더	音译			
dianhuahaoma|전화번호	日常			
dianhuo|점화	日常			点燃（召唤师技能）
dian|디안	音译			
diao|디아오	音译			
dia|디아	音译	半语		
didi|남동생	日常			
die|디에	音译			
difangdayelaile|적 정글 온다	报点	半语		
difang|적	日常			
dimo|티모	英雄			
dingbuzhu|못 버텨	日常			
dingzhu|버텨	报点			顶住！（半语，鼓励）
ding|딩	音译			
direnlaile|적왔어	日常	半语		
direnxiaoshile|적 사라졌어	日常	半语		
diren|적	日常			
ditiezhan|지하철역	日常			
diu|디우	音译			
diyidixue|퍼스트블러드	日常			
di|디	音译			
dongle|알겠어	日常	半语		
dongxi|물건	日常			
dong|동	音译			
dou|도우	音译			
duande|짧아요	日常	敬语·해요		
duanwei|티어	日常	半语		
duan|두안	音译			
duibuqi|ㅈㅅ	缩写	缩写	죄송	
duibuqi|미안해	日常	半语		对不起（半语，朋友之间）
duibuqi|미안해요	日常	敬语·해요		
duibuqi|죄송합니다	日常	半语		对不起（最正式，对陌生人／长辈）
duide|맞아요	日常	敬语·해요		
duixianshu|라인전 졌어	报点	半语		
duixianying|라인전 이겼어	报点	半语		
duixian|라인전	日常			
duiyouxiaoxin|팀원 조심해	整句			
duiyou|팀원	日常			
duizhi|대치	战术			
dui|두이	日常			
dui|맞아요	日常	敬语·해요		
dun|둔	音译			
duode|많아요	日常	敬语·해요		
duoguanzhao|잘 부탁해	日常	半语		
duoshaoqian|얼마야?	日常			
duoshaoqian|얼마예요?	日常	敬语·해요		
duoshao|얼마	日常			
duoxie|고맙습니다	日常	敬语·正式		
duoyuan|얼마나 멀어요?	日常	敬语·해요		
duo|둬	音译			
duziteng|배 아파요	日常	敬语·해요		
du|두	音译			
ei|에이	音译			
ejiate|우르곳	英雄			
ele|배고파	日常			
ele|배고파요	日常	敬语·해요		
eluoyi|일라오이	英雄			
enen|ㅇㅇ	缩写	缩写	응응	
eng|엉	音译			
en|언	音译			
er|얼	日常			
er|이	日常			
eyu|레넥톤	英雄			
e|어	音译	半语		
facuole|잘못 보냈어	日常	半语		
faduanxin|문자 보낼게요	日常	敬语·해요		
faduanxin|문자할게요	日常	敬语·해요		
fali|마나	日常			
fangfa|방법	日常			
fangshou|수비	日常			
fangsongyidian|긴장 풀어요	整句			
fangyuta|방어탑	日常			
fangyu|방어	日常	半语		
fang|방	音译			
fanji|역습	战术			
fanpan|역전	日常			翻盘／逆转
fan|판	音译			
faqiu|베이가	英雄			
fashao|열이 나요	日常	敬语·해요		
fashu|마법	日常			
fatiao|오리아나	英雄			
faxinxi|메시지 보낼게요	日常	敬语·해요		
faxinxi|카톡 보낼게요	日常	敬语·해요		
fayuqilaile|성장했어	报点	半语		
fayu|파밍	日常			
fa|파	音译			
feichangganxie|감사드립니다	日常	半语		
feichangganxie|정말 감사합니다	日常	半语		
fei|페이	音译			
fenghao|정지	日常	半语		
fengjin|차단	日常			
fengle|ㅁㅊ	缩写	缩写	미쳤어	
fengnv|잔나	英雄			
feng|펑	音译			
fen|펀	音译			
fou|포우	音译			
foyage|비에고	英雄			
fo|포	音译			
fuhuozhong|부활 중	报点			
fuhuo|부활	日常			
fujin|근처에	日常			
fuwuqi|서버	日常			
fuwuyuan|여기요	日常	敬语·해요		
fuwuyuan|저기요	日常	敬语·해요		
fuzhu|서포터	日常			
fuzhu|서폿	日常			辅助（support 的韩式简称）
fu|푸	音译			
gailun|가렌	英雄			
gaishuijiaole|잘 시간이야	日常			
gaizoule|가봐야 해요	日常	敬语·해요		
gai|가이	音译			
ganba|치자	日常	半语		
gandepiaoliang|잘했다	整句			
gandong|감동이야	日常			
gangcai|아까	日常	敬语·해요		
ganggangshiwodecuo|아까는 제 잘못이에요	整句			
gang|강	音译			
ganjue|느낌	日常			
ganklaile|갱 왔다	战术	半语		
ganmaole|감기 걸렸어요	日常	敬语·해요		
ganyijia|쌈 붙자	报点	半语		
gan|간	音译			
gaode|높아요	日常	敬语·해요		
gaosuwo|알려주세요	日常	敬语·해요		
gaosuwo|알려줘	日常	半语		
gaoxing|기뻐	日常			
gao|가오	音译			
ga|가	音译			
gege|오빠	日常			
gege|형	日常			
geiwokan|보여주세요	日常	敬语·해요		
geiwokan|보여줘	日常	半语		
geiwoyan|와드 줘	日常	半语		
geiwoyibeishui|물 한 잔 주세요	整句			
gei|게이	音译			
geng|겅	音译			
genshang|따라와	日常	半语		
genwolai|나 따라와	日常	半语		
genwolai|따라와요	日常	敬语·해요		
genwo|나 따라와	日常	半语		
gen|건	音译			
gewen|그웬	英雄			
ge|거	音译			
gongjiaoche|버스	日常			
gongjili|공격력	日常			
gongxia|ㅊㅋ	缩写	缩写	축하	
gongxi|축하해	日常	半语		
gongzi|월급	日常			
gongzuo|일	日常			
gongzuo|일해요	日常	敬语·해요		
gongzuo|직업	日常			
gong|공	音译			
goutou|나서스	英雄			
gou|고우	音译			
guafeng|바람 불어요	日常	敬语·해요		
guafu|이블린	英雄			
guai|과이	音译			
guang|광	音译			
guan|관	音译			
gua|과	音译			
gui|구이	音译			
gunxueqiu|스노우볼	报点			滚雪球
gun|군	音译	半语		
guolaia|와라	日常			
guolai|이리와	战术	半语		
guoran|역시	日常			
guo|국	音译			
gu|구	音译			
haha|ㅋㅋ	缩写	缩写	（笑声）	
haha|하하	日常			
haihao|다행이다	日常	半语		
haihuozhe|살아있어	报点	半语		
haimei|아직	日常			
haimei|아직이야	日常			
hainengda|아직 이길 수 있어	日常	半语		
hainengda|아직 할 만해	日常	半语		
haipa|겁나요	日常	敬语·해요		
haipa|무서워요	日常	敬语·해요		
hai|하이	音译			
hanbing|애쉬	英雄			
hanfu|한섭	日常			
hang|항	音译			
hanyipan|한판 더	日常			
hanyu|한국말	日常			
hanyu|한국어	日常	半语		
han|한	音译			
haochi|맛있다	日常	半语		
haochi|맛있어요	日常	敬语·해요		
haode|좋아요	日常	敬语·해요		
haodianlema|좀 나아졌어요?	日常	敬语·해요		
haojiubujianle|오랜만이에요	整句			
haojiubujian|오랜만	日常			
haojiubujian|오랜만이에요	日常	敬语·해요		
haokan|멋있어요	日常	敬语·해요		
haokan|예뻐요	日常	敬语·해요		
haokexi|아깝다	日常	半语		
haolema|됐어?	日常	半语		
haopengyou|친한 친구	日常			
haoyou|친구	日常			
hao|좋아요	日常	敬语·해요		
hao|하오	日常			
ha|하	音译			
hehe|ㅋㅋ	缩写	缩写	（笑声）	
hehe|ㅎㅎ	缩写	缩写	（笑声）	
hei|헤이	音译			
hejiu|술 마실래요?	日常	敬语·해요		
hejiu|한잔할래요?	日常	敬语·해요		
hengaoxingrenshini|만나서 반가워요	整句			
heng|헝	音译			
henjiu|오래전	日常			
henleng|추워요	日常	敬语·해요		
henmang|많이 바빠요	日常	敬语·해요		
henpianyi|싸요	日常	敬语·해요		
henpianyi|저렴해요	日常	敬语·해요		
henre|더워요	日常	敬语·해요		
henshuai|멋져요	日常	敬语·해요		
henshuai|잘생겼어요	日常	敬语·해요		
hen|헌	音译			
he|허	音译			
hongbaba|레드	日常			
hongbafu|레드	日常			
hongbuff|레드	日常			
hong|홍	音译			
houqi|후반	日常			
houtui|물러서	战术			
houzi|오공	英雄			
hou|뒤	日常			
hou|호우	日常			
huabanxie|카리스타	英雄			
huaide|나빠요	日常	敬语·해요		
huai|화이	音译			
huangzi|자르반	英雄			
huang|황	音译			
huanying|어서 오세요	日常	敬语·해요		
huanying|환영해요	日常	敬语·해요		
huan|환	音译			
hua|화	音译			
huicheng|귀환	日常			
huicheng|리콜	日常			
huifang|리플레이	日常			
huijia|집에 가요	日常	敬语·해요		
hui|돌아와요	日常	敬语·해요		
hui|후이	日常			
hun|훈	音译			
huochezhan|기차역	日常			
huonan|브랜드	英雄			
huonv|애니	英雄			
huo|훠	音译			
hu|후	音译			
jiaban|야근해요	日常	敬语·해요		
jiade|가짜	日常			
jiahaoyou|친구 신청	日常			
jiahaoyou|친추	日常			
jianchi|버티자	日常	半语		
jiangemian|만나자	日常	半语		
jiangemian|만날래요?	日常	敬语·해요		
jiangji|강등	报点			
jiang|지앙	音译			
jianji|피오라	英雄			
jianmo|아트록스	英雄			
jiansheng|마스터 이	英雄			
jian|지안	音译			
jiaoyue|다이애나	英雄			
jiaozhan|교전	战术			
jiao|지아오	音译			
jiaren|가족	日常			
jiawohaoyou|친추 해 주세요	整句			
jiayouwomen|화이팅 우리	整句			
jiayou|화이팅	日常			加油（Fighting）
jia|지아	音译	半语		
jichang|공항	日常			
jidianle|몇 시예요?	日常	敬语·해요		
jidianle|지금 몇 시예요?	日常	敬语·해요		
jiegeiwo|빌려주세요	日常	敬语·해요		
jiegeiwo|빌려줘	日常	半语		
jieguo|결과	日常			
jiejie|누나	日常			
jiejie|언니	日常			
jiela|자이라	英雄			
jieshu|끝	日常			
jieshu|끝났어	日常	半语		
jiesi|제이스	英雄			
jie|제드	英雄			劫（英雄 Zed）
jie|지에	音译			音译字（拼人名用）
jihe|모여	日常			
jihuo|집중 공격	战术			
jile|꽃됐어	日常	半语		
jile|망했어	日常	半语		
jinbi|골드	日常			
jinchang|진입	战术			
jinenghaole|쿨 빠졌어	报点	半语		
jineng|스킬	日常			
jingkesi|징크스	英雄			
jingong|공격	日常			
jingyan|경험치	日常			
jing|징	音译			
jinji|승급	报点			
jinkesi|징크스	英雄			
jinma|가까워요	日常	敬语·해요		
jinma|가까이 있어요	日常	敬语·해요		
jinqu|들어가	战术			
jintianjihao|오늘 며칠이야?	整句			
jintiantianqizhenhao|오늘 날씨 진짜 좋아요	整句			
jintianzhuangtaibuhao|오늘 컨디션이 안 좋아요	整句			
jintian|오늘	日常			
jinyong|금지	日常	半语		
jinyong|밴	日常			
jinzhang|긴장돼요	日常	敬语·해요		
jin|진	音译			
jiong|지옹	音译			
jiqiren|블리츠크랭크	英雄			
jiuming|살려줘	日常	半语		
jiushixianzai|지금이야	日常			
jiutong|그라가스	英雄			
jiu|구	日常			
jiu|지우	日常			
jizhong|집중	日常			
ji|지	音译	半语		
juan|주안	音译			
jubaole|신고했어	日常	半语		
jubao|신고	日常			
juele|쩐다	日常	半语		绝了／牛（感叹）
jue|줴	音译			
jun|준	音译			
ju|주	音译			
kaichexiaoxin|운전 조심하세요	日常	敬语·해요		
kaihui|회의	日常			
kaihui|회의 중이에요	日常	敬语·해요		
kainan|케넨	英雄			
kaishiba|시작하자	日常	半语		
kaishiba|시작할까요	日常	敬语·해요		
kaishi|시작	日常			
kaituan|한타	日常			团战（team fight 音译）
kaituan|한타 열자	日常	半语		
kaiwanxiao|농담이야	日常			
kaixin|기뻐요	日常	敬语·해요		
kaixin|신나요	日常	敬语·해요		
kaixin|즐거워요	日常	敬语·해요		
kai|카이	音译			
kali|캐리	日常			Carry／带飞
kandaodiren|적 보여	报点			
kandaole|봤어	日常	半语		
kandaoxiaoxilema|메시지 봤어요?	日常	敬语·해요		
kandaoxiaoxiqinghuifu|메시지 보면 답장해 주세요	整句			
kang|캉	音译			
kanhoumian|뒤 봐줘	战术	半语		
kanlai|보니	日常			
kanlai|보니까	日常	敬语·해요		
kan|보다	日常	半语		
kan|봐요	日常	敬语·해요		
kan|칸	日常			
kaoshi|시험	日常			
kao|카오	音译			
kapai|트위스티드 페이트	英雄			
kasha|카이사	英雄			
kate|카타리나	英雄			
ka|카	音译			
keai|귀여워요	日常	敬语·해요		
keai|귀엽다	日常	半语		
keneng|아마	日常			
keng|컹	日常			
keng|트롤	日常			
ken|컨	音译			
kepa|ㄷㄷ	缩写	缩写	덜덜	
keyibangwoma|좀 도와줄래요?	日常	敬语·해요		
keyishima|입어 봐도 돼요?	日常	敬语·해요		
keyishima|해 봐도 돼요?	日常	敬语·해요		
keyiyongkama|카드로 계산할 수 있어요?	整句			
keyi|돼	日常	半语		
keyi|돼요	日常	敬语·해요		
ke|커	音译			
kongxian|라인 당겨	战术			
kong|콩	音译			
kou|코우	音译			
kuaidiankuaidian|ㅂㄹㅂㄹ	缩写	缩写	빨리빨리	
kuaidiankuaidian|빨리빨리	日常			快点快点（韩国文化名梗）
kuaidianlai|빨리 와	日常	半语		
kuaidianlai|빨리 와 주세요	日常	敬语·해요		
kuaidianlai|빨리 와요	日常	敬语·해요		
kuaidian|빨리	日常			
kuailaizhuwo|빨리 와서 도와줘	整句			
kuailai|빨리 와	日常	半语		
kuaipao|도망쳐	日常			
kuai|쿠아이	音译			
kuang|쿠앙	音译			
kuan|쿠안	音译			
kua|쿠아	音译	半语		
kui|쿠이	音译			
kule|ㅜㅜ	缩写	缩写	（哭脸）	
kule|ㅠㅠ	缩写	缩写	（哭脸）	
kunle|졸려	日常			
kun|쿤	音译			
kuo|쿠오	音译			
ku|웁	日常			
ku|쿠	日常			
laiba|자자	日常	半语		
laizheli|여기로 와	日常	半语		
lai|라이	日常			
lai|오다	日常	半语		
lai|와요	日常	敬语·해요		
lakesi|럭스	英雄			
lanbaba|블루	日常			
lanbafu|블루	日常			
lanbo|럼블	英雄			
lanbuff|블루	日常			
langren|워윅	英雄			
lang|랑	音译			
lan|란	音译			
laogong|남편	日常			
laojia|본진	战术			老家／基地
laopo|아내	日常			
laopo|와이프	日常			
laoshi|선생님	日常			
laoshu|트위치	英雄			
laoyangzi|여전하네	日常			
lao|라오	音译			
la|라	音译			
leile|피곤해요	日常	敬语·해요		
leile|힘들어요	日常	敬语·해요		
leiouna|레오나	英雄			
lei|레이	音译			
lengjing|침착해	日常	半语		
lengque|쿨다운	日常			
leng|렁	音译			
le|러	音译			
lianbai|연패	报点			连败
liang|리앙	音译			
lianmeng|롤	英雄			
liansheng|연승	报点			连胜
lianxiwo|연락해	日常	半语		
lianxiwo|연락해 주세요	日常	敬语·해요		
lian|리안	音译			
liao|리아오	音译			
lia|리아	音译	半语		
lie|례	音译			
lihai|대단해	日常	半语		
lihai|쩐다	日常	半语		绝了／牛（感叹）
limian|안	日常			
ling|링	音译			
lin|린	音译			
lipu|말도 안 돼	日常	半语		不像话／不可能
liu|류	日常			
liu|육	日常			
lizheliyuanma|여기서 멀어요?	整句			
li|리	音译			
longgui|람머스	英雄			
longnv|쉬바나	英雄			
long|룽	日常			
long|용	日常			小龙
lou|루	音译			
lo|로	音译			
luan|루안	音译			
lulu|룰루	英雄			
lun|룬	音译			
luo|루오	音译			
lurenju|일반 게임	日常			
luxian|루시안	英雄			
lu|루	音译			
lve|뤠	音译			
lv|뤼	音译			
maidan|계산서 주세요	日常	敬语·해요		
maidan|계산할게요	日常	敬语·해요		
maidongxi|쇼핑할래요	日常	敬语·해요		
mai|마이	音译			
male|지쳤어	日常	半语		
male|털렸어	日常	半语		
mandian|천천히	日常			
mangmang|바빠요	日常	敬语·해요		
mangseng|리 신	英雄			
mang|망	音译			
manmanlai|천천히 해	日常	半语		
manmanwan|천천히 하자	日常	半语		
manwang|트린다미어	英雄	半语		
manzhuang|풀템	报点			满装
man|만	音译			
maokai|마오카이	英雄			
mao|마오	音译			
mashangjiulai|금방 갈게	日常			
mashang|곧	日常			
mashang|금방	日常			
ma|마	音译			
meicuo|맞아	日常	半语		
meidazhao|궁 없어	报点	半语		
meifayuqilai|못 컸어	报点	半语		
meiguanxi|괜찮아요	日常	敬语·해요		
meijihui|기회 없어	日常	半语		
meikanjian|못 봤어	日常	半语		
meilanle|마나 없어	报点	半语		
meimei|여동생	日常			
meishijian|시간 없어요	日常	敬语·해요		
meishila|ㄱㅊ	缩写	缩写	괜찮아	
meishi|괜찮습니다	日常	敬语·正式		
meishi|아니에요	日常	敬语·해요		
meixuele|피 없어	报点	半语		
meiyisi|재미없어	日常	半语		
mei|메이	音译			
mengduo|문도	英雄			
mengyan|녹턴	英雄			
meng|멍	音译			
men|먼	音译			
me|머	音译			
mian|미안	日常			
miao|미아오	音译			
mie|미에	音译			
milou|밀리오	英雄			
mingbai|알겠어	日常	半语		
mingtianjianba|내일 봐요	整句			
mingtianjian|내일 봐요	日常	敬语·해요		
mingtianyoukongma|내일 시간 있어요?	日常	敬语·해요		
mingtianyoushijianma|내일 시간 있어요?	整句			
mingtianzaiyiqiwan|내일 또 같이 해요	整句			
mingtian|내일	日常			
ming|밍	音译			
min|민	音译			
miss|미아	战术	半语		人不见了（对线的人从线上消失，提醒队友）
miu|미우	音译			
mi|미	音译			
moganna|모르가나	英雄			
mousha|킬	日常			
mou|모우	音译			
mo|모	音译			
mu|무	音译			
nai|나이	音译			
nali|어디	日常			
namei|나미	英雄			
nanchi|맛없다	日常	半语		
nandao|탈론	英雄			
nanguo|속상해요	日常	敬语·해요		
nanguo|슬퍼요	日常	敬语·해요		
nang|낭	音译			
nanjue|바론	日常			大龙／纳什男爵
nanpengyou|남자친구	日常			
nanqiang|그레이브즈	英雄			
nan|난	音译			
nao|나오	音译			
nayafeili|나피리	英雄			
na|나	音译			
nei|네이	音译			
nengfanpan|역전 가능해	报点	半语		
nengxingma|할 수 있어?	日常	半语		
nengying|이길 수 있어	日常	半语		
neng|넝	音译			
nen|넌	音译			
ne|너	音译			
ng|응	音译			
niang|니앙	音译			
nian|니안	音译			
niao|냐오	音译			
nibuyaolai|오지 마	日常			
nidadezhenhao|실력이 좋으시네요	整句			
nidedianhuahaomashiduoshao|전화번호가 몇 번이에요?	整句			
nidonglema|알겠지?	日常	半语		
niduodale|나이가 어떻게 돼요?	日常	敬语·해요		
niduodale|몇 살이에요?	日常	敬语·해요		
nie|녜	音译			
nihaoa|ㅎㅇ	缩写	缩写	하이	
nihaoma|안녕하세요	日常	敬语·해요		你好（最常用问候，敬语）
nihaoma|잘 지내세요	日常	敬语·해요		
nihaopengyou|안녕 친구야	整句			
nihao|안녕하세요	日常	敬语·해요		你好（最常用问候，敬语）
nihuishuohanyuma|한국어 할 줄 알아요?	整句			
nijiaoshenmemingzi|이름이 뭐야?	日常			
nijiaoshenmemingzi|이름이 뭐예요?	日常	敬语·해요		
nikou|니코	英雄			
nikuaizou|빨리 가	日常			
ninengxingde|할 수 있어	整句			
ning|닝	音译			
nin|닌	音译			
niquna|어디 가	整句			
niqu|니가 가	日常			
nishuodedui|네 말이 맞아	日常	半语		
nishuodedui|네 말이 맞아요	日常	敬语·해요		
nishuodedui|맞는 말이네요	日常	敬语·해요		
nishuoshenme|뭐라고	日常			
nishuoshenme|뭐라고요	日常	敬语·해요		
nitailihaile|너 진짜 대단하다	日常	半语		
niubi|개쩔	日常			
niubi|대단해	日常	半语		
niutou|알리스타	英雄			
niu|뉴	音译			
nixianzou|너 먼저 가	日常			
nixianzou|먼저 가세요	日常	敬语·해요		
nizaiganma|뭐 해요?	日常	敬语·해요		
nizaimangma|바빠요?	日常	敬语·해요		
nizainagefuwuqi|어느 서버에서 해요?	整句			
nizhenxing|너 대단하다	整句			
nizoubuzou|너 갈 거야?	整句			
nizuibang|너 최고야	日常			
nizuibang|짱이에요	日常	敬语·해요		
nizuibang|최고예요	日常	敬语·해요		
nizuijinguodezenmeyang|요즘 어떻게 지내세요?	整句			
ni|너	日常			
ni|니	日常			
nong|농	音译			
nou|노우	音译			
nuan|누안	音译			
nunu|누누	英雄			
nun|눈	音译			
nuoshou|다리우스	英雄			
nuo|누오	音译			
nu|누	音译			
nve|뉘에	音译			
nvjing|케이틀린	英雄			
nvpengyou|여자친구	日常			
nv|뉘	音译			
oukei|ㅇㅋ	缩写	缩写	오케이	
ou|오우	音译			
o|오	音译			
paike|파이크	英雄			
paiwei|래더	日常			
paiwei|랭크	日常			
pai|파이	音译			
pang|팡	音译			
pansen|판테온	英雄			
pan|판	音译			
pao|파오	音译			
pashenme|뭘 겁내	日常			
pa|파	音译			
pei|페이	音译			
pengyou|친구	日常			
peng|펑	音译			
pen|펀	音译			
pianyiyidian|깎아 주세요	日常	敬语·해요		
